path,campaign,rows,n_columns,size_kb,mtime,config_sidecar,has_splits_hash,has_coordinate,status_counts
c3_pw/c3_gmsc_2.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_gmsc_3.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_gmsc_4.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_heloc_0.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_heloc_1.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_heloc_2.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_heloc_3.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_heloc_4.parquet,c3_pw,3,11,6.3,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_taiwan_0.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_taiwan_1.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_taiwan_2.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_taiwan_3.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw/c3_taiwan_4.parquet,c3_pw,3,11,6.4,2026-07-21T20:13:33,False,False,False,
c3_pw2/c3_adult_0.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_adult_1.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_adult_2.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_adult_3.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_adult_4.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_german_0.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_german_1.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_german_2.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_german_3.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_german_4.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_gmsc_0.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_gmsc_1.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_gmsc_2.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_gmsc_3.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_gmsc_4.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_heloc_0.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_heloc_1.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_heloc_2.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_heloc_3.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_heloc_4.parquet,c3_pw2,3,11,6.3,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_taiwan_0.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_taiwan_1.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_taiwan_2.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_taiwan_3.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_pw2/c3_taiwan_4.parquet,c3_pw2,3,11,6.4,2026-07-21T20:35:31,False,False,False,
c3_suite/c3_california_0.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_california_1.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_california_2.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_california_3.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_california_4.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_churn_0.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_churn_1.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_churn_2.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_churn_3.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_churn_4.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_covertype_0.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_covertype_1.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_covertype_2.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_covertype_3.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_covertype_4.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_facebook_0.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_facebook_1.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_facebook_2.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_facebook_3.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_facebook_4.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_gesture_0.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_gesture_1.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_gesture_2.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_gesture_3.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_gesture_4.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_house16h_0.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_house16h_1.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_house16h_2.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_house16h_3.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_house16h_4.parquet,c3_suite,13,13,7.6,2026-07-19T01:44:47,False,False,False,
c3_suite/c3_mslr_0.parquet,c3_suite,16,13,7.6,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_mslr_1.parquet,c3_suite,13,13,7.5,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_mslr_2.parquet,c3_suite,13,13,7.5,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_mslr_3.parquet,c3_suite,13,13,7.5,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_mslr_4.parquet,c3_suite,13,13,7.5,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_otto_0.parquet,c3_suite,16,13,7.6,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_otto_1.parquet,c3_suite,16,13,7.6,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_otto_2.parquet,c3_suite,16,13,7.6,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_otto_3.parquet,c3_suite,16,13,7.6,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_otto_4.parquet,c3_suite,16,13,7.6,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_santander_0.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_santander_1.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_santander_2.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_santander_3.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite/c3_santander_4.parquet,c3_suite,16,13,8.0,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_adult_0.parquet,c3_suite_periodic,3,11,6.3,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_adult_1.parquet,c3_suite_periodic,3,11,6.3,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_adult_2.parquet,c3_suite_periodic,3,11,6.3,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_adult_3.parquet,c3_suite_periodic,3,11,6.3,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_adult_4.parquet,c3_suite_periodic,3,11,6.3,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_california_0.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_california_1.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_california_2.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_california_3.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_california_4.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_covertype_0.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_covertype_1.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_covertype_2.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_covertype_3.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_covertype_4.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_facebook_0.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_facebook_1.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_facebook_2.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_facebook_3.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_facebook_4.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_gesture_0.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_gesture_1.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_gesture_2.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_gesture_3.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_gesture_4.parquet,c3_suite_periodic,3,11,6.2,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_higgs-small_0.parquet,c3_suite_periodic,3,11,6.4,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_higgs-small_1.parquet,c3_suite_periodic,3,11,6.4,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_higgs-small_2.parquet,c3_suite_periodic,3,11,6.4,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_higgs-small_3.parquet,c3_suite_periodic,3,11,6.4,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_higgs-small_4.parquet,c3_suite_periodic,3,11,6.4,2026-07-19T21:08:30,False,False,False,
c3_suite_periodic/c3_house16h_0.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_house16h_1.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_house16h_2.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_house16h_3.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_house16h_4.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_mslr_0.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_mslr_1.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_mslr_2.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_mslr_3.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c3_suite_periodic/c3_mslr_4.parquet,c3_suite_periodic,3,11,6.1,2026-07-19T20:51:45,False,False,False,
c4_audit/c4audit_german_quantile_0.parquet,c4_audit,35,10,6.6,2026-07-15T21:34:57,False,False,False,
c4_audit/c4audit_german_standard_0.parquet,c4_audit,35,10,6.5,2026-07-15T21:34:57,False,False,False,
c4_audit/c4audit_gmsc_quantile_0.parquet,c4_audit,50,10,6.8,2026-07-15T21:34:57,False,False,False,
c4_audit/c4audit_gmsc_standard_0.parquet,c4_audit,50,10,6.8,2026-07-15T21:34:57,False,False,False,
c4_audit/c4audit_taiwan_quantile_0.parquet,c4_audit,115,10,7.5,2026-07-15T21:34:57,False,False,False,
c4_audit/c4audit_taiwan_standard_0.parquet,c4_audit,115,10,7.3,2026-07-15T21:34:57,False,False,False,
cal/cal_adult_0_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_0_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_1_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_1_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_2_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_2_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_3_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_3_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_4_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_adult_4_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_0_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_0_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_1_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_1_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_2_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_2_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_3_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_3_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_4_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_gmsc_4_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_0_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_0_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_1_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_1_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_2_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_2_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_3_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_3_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_4_perf.parquet,cal,5,11,6.6,2026-07-17T01:57:48,False,False,False,
cal/cal_taiwan_4_stab.parquet,cal,4,7,4.3,2026-07-17T01:57:48,False,False,False,
cal2/cal_adult_0_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_0_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_1_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_1_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_2_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_2_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_3_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_3_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_4_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_adult_4_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_0_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_0_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_1_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_1_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_2_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_2_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_3_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_3_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_4_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_gmsc_4_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_0_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_0_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_1_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_1_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_2_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_2_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_3_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_3_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_4_perf.parquet,cal2,5,11,6.6,2026-07-17T03:21:21,False,False,False,
cal2/cal_taiwan_4_stab.parquet,cal2,4,8,4.9,2026-07-17T03:21:21,False,False,False,
compas/compas_ot_ple_0_audit.parquet,compas,36,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_0_consensus.parquet,compas,14,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_0_fairness.parquet,compas,7,15,8.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_1_audit.parquet,compas,36,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_1_consensus.parquet,compas,14,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_1_fairness.parquet,compas,7,15,8.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_2_audit.parquet,compas,36,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_2_consensus.parquet,compas,14,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_2_fairness.parquet,compas,7,15,8.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_3_audit.parquet,compas,36,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_3_consensus.parquet,compas,14,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_3_fairness.parquet,compas,7,15,8.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_4_audit.parquet,compas,36,9,5.8,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_4_consensus.parquet,compas,14,9,5.7,2026-07-20T04:28:33,False,False,False,
compas/compas_ot_ple_4_fairness.parquet,compas,7,15,8.7,2026-07-20T04:28:33,False,False,False,
eq1/eq1_cifar10_0.parquet,eq1,3,10,6.0,2026-07-18T04:04:11,False,False,False,
eq1/eq1_cifar10_0_audit.parquet,eq1,28,5,3.5,2026-07-18T04:04:11,False,False,False,
eq1/eq1_cifar10_1.parquet,eq1,3,10,6.0,2026-07-18T04:04:11,False,False,False,
eq1/eq1_cifar10_1_audit.parquet,eq1,28,5,3.5,2026-07-18T04:04:11,False,False,False,
eq1/eq1_cifar10_2.parquet,eq1,3,10,6.0,2026-07-18T04:04:11,False,False,False,
eq1/eq1_cifar10_2_audit.parquet,eq1,28,5,3.5,2026-07-18T04:04:11,False,False,False,
eq1/eq1_mnist_0.parquet,eq1,3,10,6.0,2026-07-18T04:04:11,False,False,False,
eq1/eq1_mnist_0_audit.parquet,eq1,28,5,3.5,2026-07-18T04:04:11,False,False,False,
eq1/eq1_mnist_1.parquet,eq1,3,10,6.0,2026-07-18T04:04:11,False,False,False,
eq1/eq1_mnist_1_audit.parquet,eq1,28,5,3.5,2026-07-18T04:04:11,False,False,False,
eq1/eq1_mnist_2.parquet,eq1,3,10,6.0,2026-07-18T04:04:11,False,False,False,
eq1/eq1_mnist_2_audit.parquet,eq1,28,5,3.5,2026-07-18T04:04:11,False,False,False,
eq1_v2/eq1_cifar10_0.parquet,eq1_v2,3,10,6.0,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_cifar10_0_audit.parquet,eq1_v2,28,5,3.5,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_cifar10_1.parquet,eq1_v2,3,10,6.0,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_cifar10_1_audit.parquet,eq1_v2,28,5,3.5,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_cifar10_2.parquet,eq1_v2,3,10,6.0,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_cifar10_2_audit.parquet,eq1_v2,28,5,3.5,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_mnist_0.parquet,eq1_v2,3,10,6.0,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_mnist_0_audit.parquet,eq1_v2,28,5,3.5,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_mnist_1.parquet,eq1_v2,3,10,6.0,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_mnist_1_audit.parquet,eq1_v2,28,5,3.5,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_mnist_2.parquet,eq1_v2,3,10,6.0,2026-07-18T04:30:15,False,False,False,
eq1_v2/eq1_mnist_2_audit.parquet,eq1_v2,28,5,3.5,2026-07-18T04:30:15,False,False,False,
hkenum/hkenum_slope_12.parquet,hkenum,10,11,7.1,2026-08-02T18:14:37,True,False,False,
hkenum/hkenum_spike_12.parquet,hkenum,10,11,7.1,2026-08-02T18:14:37,True,False,False,
hkenum/hkenum_ushape_12.parquet,hkenum,10,11,7.1,2026-08-02T18:14:37,True,False,False,
l1/l1_baf_logreg_0_attr.parquet,l1,125,10,7.1,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_0_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_0_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_1_attr.parquet,l1,125,10,7.1,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_1_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_1_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_2_attr.parquet,l1,125,10,7.1,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_2_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_2_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_3_attr.parquet,l1,125,10,7.1,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_3_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_3_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_4_attr.parquet,l1,125,10,7.1,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_4_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_logreg_4_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_0_attr.parquet,l1,125,10,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_0_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_0_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_1_attr.parquet,l1,125,10,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_1_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_1_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_2_attr.parquet,l1,125,10,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_2_months.parquet,l1,5,18,10.3,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_2_seq.parquet,l1,32,12,7.2,2026-07-16T18:58:32,False,False,False,
l1/l1_baf_ot_ple_3_attr.parquet,l1,125,10,7.2,2026-07-16T18:58:32,False,False,False,
